topic_num,size,top_words,sample_comments
45,6,"includebrbrbullspan, sedimentation, fishallergic, individualsbrbrkey, centuries, demonstrating, analytical","a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv"
44,6,"accustomed, placement, consumers, following, word, coincides, assess","from minimizing it in order to fit other information or graphics on the label. Font size is important because the statement should be prominent and easily legible. Following FDA&rsquo;s current formatting requirements for placement will also minimize the amount of consumer adjustment or education needed. If it is located where it is on most foods &ndash; the information panel, immediately followin ||| product for their health and safety. <br/><br/>Labeling for allergens on packaging at the point of sale allows the broadest spectrum of consumers the ability to assess the safety of a product for purchase. This placement is important as it coincides with packaged food labeling and is where consumers are accustomed to looking for allergen and nutritional information. (Please see attached for more c ||| product for their health and safety. <br/><br/>Labeling for allergens on packaging at the point of sale allows the broadest spectrum of consumers the ability to assess the safety of a product for purchase. This placement is important as it coincides with packaged food labeling and is where consumers are accustomed to looking for allergen and nutritional information. (Please see attached for more c"
43,6,"served, ways, qr, smart, device, drinks, they","QR code or a note directing people to a website would allow producers to share details for specific vintages without constantly redesigning labels. That keeps the information accurate and avoids scaring off customers with technical terms they may not understand.<br/><br/>At the end of the day, this proposal feels like a solution in search of a problem. It won&rsquo;t make consumers safer, but it w ||| TTB is also asking for a comment on the alternative ways for these allergens and nutritional information, I do not agree on using QR codes due to not everyone having a smart device. Their could be ways it could be put on drinks served to the public that are non alcoholic. If they can do that for the drinks served to the public they can require it on alcoholic beverages. <br/> ||| products. The TTB is also asking for a comment on the alternative ways for these allergens and nutritional information, I do not agree on using QR codes due to not everyone having a smart device. There could be ways it could be put on drinks served to the public that are nonalcoholic. If they can do that for the drinks served to the public, they can require it on alcoholic beverages."
42,6,"wineries, ndash, if, documentation, small, face, theyrsquore","apparent whether trace amounts of allergens remain in the final product, so small wineries may need additional testing and record-keeping.<br/><br/>Compliance Burden &ndash; Small wineries may have limited resources to conduct allergen testing, verify ingredient sources, and update labeling. Unlike large-scale producers with dedicated compliance teams, small wineries may face higher relative costs ||| Process Transparency &ndash; Many small wineries rely on third-party suppliers for certain additives (like fining agents). If these contain allergens, wineries will need to obtain and verify detailed ingredient documentation, which may not always be straightforward.<br/><br/>Potential for Consumer Confusion &ndash; If wineries are required to disclose allergens even when they are only used in proc ||| the final product), consumers might misinterpret the labels, leading to unwarranted concerns about allergens in wine.<br/><br/>Regulatory Uncertainty &amp; Legal Risk &ndash; If there is ambiguity about when an allergen must be disclosed (e.g., residual amounts after filtering), small wineries may face legal risks due to inconsistent interpretations of compliance.<br/><br/>Conclusion:<br/>This pro"
41,6,"sensitive, studies, wine, international, allergenic, residues, produced","testing of finished wine&mdash;present a severe financial burden to small rural wineries, threatening not only their viability but also significant rural economic benefits.<br/>&bull; These costs are unjustified given the lack of evidence for public health benefit in properly produced commercial wine.<br/><br/>Conclusion<br/>Scientific research and international regulatory experience demonstrate t ||| the following:<br/><br/>1. Standard Winemaking Practices Effectively Remove Allergenic Proteins<br/>&bull; Multiple scientific studies confirm that when wines are produced using good manufacturing practices, including fining followed by bentonite or sheet filtration and sterile filtration, allergenic proteins (e.g., from egg, milk, fish) are removed to undetectable levels (typically &lt;0.1mg/L by ||| residues, and provocation tests on sensitive individuals consistently show no clinical reactions.<br/>&bull; The Organization International de la Vigne et du Vin (OIV) recommends a detection threshold below which labeling is unnecessary, in line with outcomes showing no risk in finished wine.<br/><br/>2. Risks to Allergic Individuals Are Negligible with Commercial Practices<br/>&bull; Clinical cha"
40,6,"bourbon, distillation, considerationbrbrt, kentucky, distillers39, morris, formula","to labeling on FDA-regulated foods.&rdquo; We can relate to this issue on a personal level, as many of our peers have faced adverse effects from unlabeled alcoholic beverages, even if there was simply cross-contamination involved. We believe 5 years is more than enough time to comply with this regulation. Some companies have argued against this, stating that this may be misleading as they use alle ||| I am a consumer of distilled spirits mostly high end bourbon and American whiskey. I do believe this rule would be a hindrance to smaller distilleries and in a large part unnecessary in that the distillation process removes these allergens. It will cause more hurdles for distilleries that already have so many rules to follow. ||| This proposal will be onerous to most spirit distillers, such as bourbon, who are not allowed to use any additives. Will this only be required IF a product contains a food additive after distillation? The FDA has clarified for example, that NO distilled spirit contains gluten even if the base ingredients include wheat. Will a bourbon that contains wheat need to be labeled &quot;Contains wheat&quot"
38,6,"breweries, exploded, alarming, reinforcement, primarily, quite, has","I believe that the proposed rule will be of much benefit to the American consumer, primarily to the reinforcement of informed consent in the purchasing of products. The fact it has taken so long to require allergen labels onto alcoholic beverages is quite alarming, especially while the market for alcoholic beverages and breweries has exploded. According to the Brewers Association, the number of br ||| I believe that the proposed rule will be of much benefit to the American consumer, primarily to the reinforcement of informed consent in the purchasing of products. The fact it has taken so long to require allergen labels onto alcoholic beverages is quite alarming, especially while the market for alcoholic beverages and breweries has exploded. According to the Brewers Association, the number of br ||| I believe that the proposed rule will be of much benefit to the American consumer, primarily to the reinforcement of informed consent in the purchasing of products. The fact it has taken so long to require allergen labels onto alcoholic beverages is quite alarming, especially while the market for alcoholic beverages and breweries has exploded. According to the Brewers Association, the number of br"
37,6,"recognizing, followed, agreement, article, allergensquot, brbrwe, technical","Allergen(s)&quot; followed by the specific allergens. While recognizing the importance of allergen disclosure for consumer safety, the Mexican alcoholic beverages industry considers that adding a separate declaration in addition to the ingredient list may increase costs and constitute a potential technical barrier to trade, contrary to Article 2.2 of the TBT Agreement. <br/><br/>We encourage the T ||| Allergen(s)&quot; followed by the specific allergens. While recognizing the importance of allergen disclosure for consumer safety, the Mexican alcoholic beverages industry considers that adding a separate declaration in addition to the ingredient list may increase costs and constitute a potential technical barrier to trade, contrary to Article 2.2 of the TBT Agreement. <br/><br/>We encourage the T ||| Allergen(s)&quot; followed by the specific allergens. While recognizing the importance of allergen disclosure for consumer safety, the Mexican alcoholic beverages industry considers that adding a separate declaration in addition to the ingredient list may increase costs and constitute a potential technical barrier to trade, contrary to Article 2.2 of the TBT Agreement. <br/><br/>We encourage the T"
36,6,"request, tbt, committee, gtbtnusa2183, submit, wto, mexican","On behalf of the Government of Mexico, I hereby attach the comments of the Mexican alcoholic beverages industry regarding the U.S. TTB&rsquo;s draft regulation &quot;Notice No. 238: Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages,&quot; with the attentive request that they are taken into account in the elaboration of the final standard. The Mexican industry appreciate ||| On behalf of the Government of Mexico, I hereby attach the comments of the Mexican alcoholic beverages industry regarding the U.S. TTB&rsquo;s draft regulation &quot;Notice No. 238: Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages,&quot; with the attentive request that they are taken into account in the elaboration of the final standard. The Mexican industry appreciate ||| On behalf of the Government of Mexico, I hereby attach the comments of the Mexican alcoholic beverages industry regarding the U.S. TTB&rsquo;s draft regulation &quot;Notice No. 238: Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages,&quot; with the attentive request that they are taken into account in the elaboration of the final standard. The Mexican industry appreciate"
35,6,"comments, tobiassen, brbr, brbrrobert, tobiassenbrpresident, please, brbrnabi",Please see our comments attached. ||| See attached for comments from Center for Science in the Public Interest ||| See attached for comments from Center for Science in the Public Interest
34,6,"dairy, gluten, ingredients, drinks, be, lists, labeled","<br/>Labeling for drinks should be more explicit for allergies, especially regarding gluten. While wheat is labeled as a major allergen, ingredients like barley and malt which also contain gluten are not explicitly labeled and can be hard to identify in a mass list of ingredients. This is especially important for people with celiac, who can have severe complications from ingesting gluten. ||| risk. Whether in a retail store or at a commercial establishment, there are many liquor-based products that require dairy in their formulation as a primary example, it may be difficult for someone with an allergy or sensitivity to work through the technology hurdle to access the information they require with haste and certainty of accuracy. In regards to what information should be on the label, fr ||| Please include major food allergens on alcoholic beverage labels. These drinks should be viewed no differently than other beverages and foods which require the notice of these ingredients because they could potentially harm the safety and well-being of the consumers. Alcoholic beverages are no different. To assure the greatest safety for the consumers, these ingredients should be bolded and separa"
33,6,"beveragesbrbras, old, 21, young, am, person, mandatory","believe it is important to have mandatory allergen labeling​ because there are so many brands and because so many people have allergies. I support the labeling on milk, eggs, fish, shellfish, tree, nuts, wheat, peanuts, soy beans, sesame. I also think that they should consider seeking comments on some of the various additive chemicals that might be present in alcohol beverages.<br/><br/>As a young ||| believe it is important to have mandatory allergen labeling​ because there are so many brands and because so many people have allergies. I support the labeling on milk, eggs, fish, shellfish, tree, nuts, wheat, peanuts, soy beans, sesame. I also think that they should consider seeking comments on some of the various additive chemicals that might be present in alcohol beverages.<br/><br/>As a young ||| believe it is important to have mandatory allergen labeling​ because there are so many brands and because so many people have allergies. I support the labeling on milk, eggs, fish, shellfish, tree, nuts, wheat, peanuts, soy beans, sesame. I also think that they should consider seeking comments on some of the various additive chemicals that might be present in alcohol beverages.<br/><br/>As a young"
32,6,"amount, contained, fructose, listrdquo, claims, corn, stating","65% supported adding allergens, and 66% supported adding calorie content [4]. On top of this, the CSPI found that &ldquo;more than 75% of respondents&rdquo; preferred reading this information on the label rather than through an online resource. Despite the favoritism, the government has made the majority of labeling policies voluntary. The CSPI found that only &ldquo;17% of labels contained an ing ||| 65% supported adding allergens, and 66% supported adding calorie content [4]. On top of this, the CSPI found that &ldquo;more than 75% of respondents&rdquo; preferred reading this information on the label rather than through an online resource. Despite the favoritism, the government has made the majority of labeling policies voluntary. The CSPI found that only &ldquo;17% of labels contained an ing ||| 65% supported adding allergens, and 66% supported adding calorie content [4]. On top of this, the CSPI found that &ldquo;more than 75% of respondents&rdquo; preferred reading this information on the label rather than through an online resource. Despite the favoritism, the government has made the majority of labeling policies voluntary. The CSPI found that only &ldquo;17% of labels contained an ing"
31,6,"wineries, small, fine, proposed, we, upfront, raised","Thank you for prioritizing consumer safety through allergen labeling. I support the intent of the proposed rule, but I&rsquo;m concerned about the impact on small producers. Many craft wineries, distilleries, and breweries may lack the resources to verify allergen presence from processing aids like egg whites or isinglass. This could lead to either inaccurate precautionary labeling or excessive co ||| De Maison Selections Inc. is a small business with 20 employees that imports fine wines, ciders, and spirits from small, family-owned wineries in France and Spain. We are addressing the questions the TTB raised in the notice of proposed rulemaking. <br/><br/>Overall Comment on Proposed Rulemaking:<br/>Complying with the proposed regulation would result in up-front costs in both time and money. Whi ||| De Maison Selections Inc. is a small business with 20 employees that imports fine wines, ciders, and spirits from small, family-owned wineries in France and Spain. We are addressing the questions the TTB raised in the notice of proposed rulemaking. <br/><br/>Overall Comment on Proposed Rulemaking:<br/>Complying with the proposed regulation would result in up-front costs in both time and money. Whi"
39,6,"deaths, 24, hospitalizations, visits, department, emergency, were","for protection under the Americans with Disabilities Act of 1990 and Section 504 of the Rehabilitation Act of 1973, showing the importance of clear allergen labeling for consumers.<br/><br/>In the United States 6.2% of adults and 5.8% of children have a food allergy. Between 2000 - 2014, a study was tracking the deaths, emergency department visits, and hospitalizations due to food allergies in New ||| allergies in New York City. The study recorded that there were 24 deaths, 3049 hospitalizations and 4014 emergency department visits that were linked to food or drink allergies. Concerningly, out of the 24 deaths, 15 of the deaths were from allergens (milk, eggs, fish, crustacean shellfish, tree nuts, wheat, peanuts, soybeans, and sesame) that this regulation would enforce to be labeled on certain ||| allergies in New York City. The study recorded that there were 24 deaths, 3049 hospitalizations and 4014 emergency department visits that were linked to food or drink allergies. Concerningly, out of the 24 deaths, 15 of the deaths were from allergens (milk, eggs, fish, crustacean shellfish, tree nuts, wheat, peanuts, soybeans, and sesame) that this regulation would enforce to be labeled on certain"
57,5,"class, freedom, speak, working, citizens, right, say","think I speak for all working class Americans when I say we should have the freedom to drink without knowing what is in our spirits!!! ||| I am very disappointed with this agency. I do not want the beautiful bottles in the liquor store to be flooded with regulatory comments and warnings about the consequences of drinking/ the hazards that could come with boozing on a Wednesday night. If people are worried about their health concerns or allergies, then they probably should not be drinking. I think I speak for all working class America ||| I support this policy because it does not seem like it is that much extra effort on the companies producing the alcoholic beverages in order to keep citizens safe. Some manufacturers may argue that this will scare off consumers, limiting sales, or slow down production. However, these are minimal hurdles in order to ensure the safety of thousands of people on a daily basis. I am curious, however, h"
56,5,"includebrbrbullspan, sedimentation, fishallergic, individualsbrbrkey, centuries, demonstrating, analytical","a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv"
54,5,"inventories, existing, our, library, my, costly, labeled","and to consider our proposed recommendation for resolution.<br/><br/>Our Recommendation<br/>We are asking TTB add to the proposed regulation a clause that mentions that all existing inventories are retroactively exempt if they were bottled and labeled under the previous version (or the current existing version) of the regulation. This would allow industry members to avoid unnecessary cost and pote ||| multiple years before release. My question is how will my existing COLA-approved and labeled inventories will be affected.<br/><br/>My wine business depends on ageing our wines at various timeframes. We offer library wines that may be aged from 2 to 10 years, and beyond. These existing inventories have been labeled and are aging for an indefinite period in our cellar, and we offer these on occasio ||| mandate implementation period of 5 years, and its impact in existing inventories.<br/><br/>I&rsquo;ve read this proposal three times and I have not read any scope on how this proposal will be applied to existing inventories. There is little or no mention of its applicability to existing inventories and library wines. As anyone knows, wines and wine inventories are typically aged over multiple year"
58,5,"stylepaddingleft, parvalbumin, residual, 30pxspananalytical, extreme, consumptionbrbullspan, confirms","style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass ||| style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass ||| style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass"
55,5,"403w1, fdampc, section, exemption, labelling, act, petition","Petition for Exemption of Isinglass from Allergen Labelling under Section 403(w)(1) of the FD&amp;C Act<br/><br/>This petition, submitted by the Brewing, Food and Beverage Industry Suppliers&#39; Association (BFBi), seeks an exemption from the allergen labelling requirements of Section 403(w)(1) of the Federal Food, Drug, and Cosmetic Act (FD&amp;C Act) for isinglass when used as a fining/clarific ||| Petition for Exemption of Isinglass from Allergen Labelling under Section 403(w)(1) of the FD&amp;C Act<br/><br/>This petition, submitted by the Brewing, Food and Beverage Industry Suppliers&#39; Association (BFBi), seeks an exemption from the allergen labelling requirements of Section 403(w)(1) of the Federal Food, Drug, and Cosmetic Act (FD&amp;C Act) for isinglass when used as a fining/clarific ||| Petition for Exemption of Isinglass from Allergen Labelling under Section 403(w)(1) of the FD&amp;C Act<br/><br/>This petition, submitted by the Brewing, Food and Beverage Industry Suppliers&#39; Association (BFBi), seeks an exemption from the allergen labelling requirements of Section 403(w)(1) of the Federal Food, Drug, and Cosmetic Act (FD&amp;C Act) for isinglass when used as a fining/clarific"
49,5,"code, qr, clutter, space, room, info, allow","There is not need to clutter the labeling as it confuses consumers. I would suggestion that if this info becomes required, that the TTB allow it to be provided via a QR code instead of having to clutter up labels with all that additional (&amp; ugly!) text. ||| already packed with required information &mdash; varietal, vintage, appellation, health warnings, alcohol content, government statements &mdash; and there&rsquo;s only so much space to work with. Every time you add something new, something else has to give. And for small producers, redesigning labels is expensive and time-consuming.<br/><br/>If the TTB truly wants to make this information availabl ||| If more info is needed by some for various reasons, please add it as a QR code - The labels are works of art and already the infor needed takes a fair amount of space. Also, if a QR code is used, it shoul have a check list form of what needs to be added so it&#39;s easier for all - for the winery to get approval, for your team to approve it and for consumers to find what they"
53,5,"see, attached, , , , , ",See Attached ||| See Attached ||| See attached
51,5,"butter, costco, ldquoit, bull, wiiingsrdquo, vector, false","single-ingredient products, small-package foods, or on-site foods, this should be applied to alcoholic beverages too. Nutritional labels at their base serve as a vector for informed consent, particularly to prevent legal action from being taken in case of harm toward consumers. If Red Bull has to say that &ldquo;it gives you wiiings&rdquo; to avoid false advertising [6], and Costco has recall tens ||| single-ingredient products, small-package foods, or on-site foods, this should be applied to alcoholic beverages too. Nutritional labels at their base serve as a vector for informed consent, particularly to prevent legal action from being taken in case of harm toward consumers. If Red Bull has to say that &ldquo;it gives you wiiings&rdquo; to avoid false advertising [6], and Costco has recall tens ||| single-ingredient products, small-package foods, or on-site foods, this should be applied to alcoholic beverages too. Nutritional labels at their base serve as a vector for informed consent, particularly to prevent legal action from being taken in case of harm toward consumers. If Red Bull has to say that &ldquo;it gives you wiiings&rdquo; to avoid false advertising [6], and Costco has recall tens"
50,5,"adsa, distilled, spirits, forum, sixty, presidentsrsquo, domestically","United States, whose members produce over sixty percent of all distilled spirits sold domestically. Formerly known as the Presidents&rsquo; Forum of the Distilled Spirits Industry, ADSA has represented the industry for more than forty years. Consistent with our 2024 position, ADSA supports transparent labeling that protects consumers while avoiding unnecessary confusion or undue costs for producer ||| I write as President and CEO of the American Distilled Spirits Alliance (&ldquo;ADSA&rdquo;) to provide the collective comments of ADSA members on TTB&rsquo;s Notice No. 238, Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages. ADSA is a trade association of twenty member companies with shared interests in the manufacturing, importation, and marketing of distilled spirits ||| I write as President and CEO of the American Distilled Spirits Alliance (&ldquo;ADSA&rdquo;) to provide the collective comments of ADSA members on TTB&rsquo;s Notice No. 238, Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages. ADSA is a trade association of twenty member companies with shared interests in the manufacturing, importation, and marketing of distilled spirits"
48,5,"liqueurs, beers, brbrcurrently, determine, consume, rely, aids","a limited list of major allergens.<br/><br/>Millions of Americans today are avoiding specific ingredients beyond the eight major allergens &mdash; including things like seed oils, artificial flavorings, stabilizers, sulfites, and sweeteners &mdash; due to allergies, autoimmune reactions, or other serious health conditions. These ingredients, though not legally classified as allergens, can cause in ||| and rely on labeling to determine which products are safe to consume. This information is not required on alcoholic beverages, but many alcoholic beverages do contain major allergens, such as wheat in many beers, milk and nuts in liqueurs, and even fish and eggs used as processing aids in wine. <br/><br/>Currently, consumers with food allergies have no way of knowing if they can safely consume alc ||| and rely on labeling to determine which products are safe to consume. This information is not required on alcoholic beverages, but many alcoholic beverages do contain major allergens, such as wheat in many beers, milk and nuts in liqueurs, and even fish and eggs used as processing aids in wine. <br/><br/>Currently, consumers with food allergies have no way of knowing if they can safely consume alc"
52,5,"document, see, attached, full, comment, please, for",See Attached ||| See attached document for full comment ||| See attached document for full comment
78,4,"competition, report, economyrdquo, ldquopromoting, proposals, spiritsrdquo, treasury","more accurate information and is what the vast majority of consumer rely on.<br/><br/>Regulatory Environment<br/><br/>Notice 238 cites the Treasury Report on Competition as an impetus for revisiting this proposal. On February 9, 2022, the Department of the Treasury, in consultation with the Department of Justice and the Federal Trade Commission, released a report entitled &ldquo;Competition in the ||| and Spirits&rdquo; (Competition Report). The Competition Report was required by Executive Order 14036, &ldquo;Promoting Competition in the American Economy&rdquo;. One of the Competition Report&#39;s findings directed agencies to review &ldquo;[r]egulatory proposals that could serve public health and foster competition by providing information to consumers, such as mandatory allergen, nutrition, a ||| and Spirits&rdquo; (Competition Report). The Competition Report was required by Executive Order 14036, &ldquo;Promoting Competition in the American Economy&rdquo;. One of the Competition Report&#39;s findings directed agencies to review &ldquo;[r]egulatory proposals that could serve public health and foster competition by providing information to consumers, such as mandatory allergen, nutrition, a"
73,4,"seidenberg, cancer, 2023, al, et, cancercausing, klein","therefore alcoholic product must contain these warnings, as is seen on other potentially cancer-causing products (Seidenberg, Wiseman, &amp; Klein, 2023). A recent study found that 65.1% of American support warning labels on products and 63.9% support drinking guidelines being added to alcoholic products (Seidenberg et al., 2021). That is why we also feel strongly that a cancer warning be prominen ||| that excessive consumption is related to at least seven types of cancer in humans (Jun et al., 2023; LoConte et al., 2017). Most recent data shows that over 17,000 Americans die of alcohol-related cancers each year (CDC ARDI, 2024). A study conducted by the American Association for Cancer Research found only approximately 30% of Americans are aware of this association, therefore alcoholic product  ||| that excessive consumption is related to at least seven types of cancer in humans (Jun et al., 2023; LoConte et al., 2017). Most recent data shows that over 17,000 Americans die of alcohol-related cancers each year (CDC ARDI, 2024). A study conducted by the American Association for Cancer Research found only approximately 30% of Americans are aware of this association, therefore alcoholic product "
74,4,"time, appreciate, hayden, classify, choicebrbrsincerelybrmckenna, invite, register","years is reasonable yet still gives producers time to adjust. I appreciate the attention to this matter and think it is relevant to many consumers nationwide. ||| A compliance date of 5 years from when a final rule is published in the Federal Register is proposed. Since it is necessary to ensure that companies have enough time to prepare for changes, we suggest that the proposed 5-year period not be shortened.<br/>We, however, invite you to consider allowing declaration within voluntary ingredient listing as an alternative to a separate &#39;contains&#39; s ||| What would classify as an exception to this rule, and how would the regulation mitigate these exceptions and prevent every company from wanting to be exempt from this regulation?"
75,4,"files, see, attached, , , , ",See attached file(s) ||| See attached file(s) ||| See attached file(s)
76,4,"onlabel, 30pxspanestablish, informationbrbullspan, equitably, substitute, confusionbrbrconsumers, supplemental","to:<br/>&bull;<span style='padding-left: 30px'></span>Require on-label disclosure of key information: alcohol by volume (ABV), ingredient lists, common allergens, calories per serving, and nutritional information.<br/>&bull;<span style='padding-left: 30px'></span>Limit the use of QR codes to supplemental information only, not as a substitute for on-label transparency.<br/>&bull;<span style='paddin ||| to:<br/>&bull;<span style='padding-left: 30px'></span>Require on-label disclosure of key information: alcohol by volume (ABV), ingredient lists, common allergens, calories per serving, and nutritional information.<br/>&bull;<span style='padding-left: 30px'></span>Limit the use of QR codes to supplemental information only, not as a substitute for on-label transparency.<br/>&bull;<span style='paddin ||| to:<br/>&bull;<span style='padding-left: 30px'></span>Require on-label disclosure of key information: alcohol by volume (ABV), ingredient lists, common allergens, calories per serving, and nutritional information.<br/>&bull;<span style='padding-left: 30px'></span>Limit the use of QR codes to supplemental information only, not as a substitute for on-label transparency.<br/>&bull;<span style='paddin"
80,4,"postdistillation, longer, adaptation, distillation, implementation, should, protein","misleading as they use allergen products such as wheat, but after the distillation process, they are no longer present in the final beverage. However, we agree on the suggestion that any mandatory allergen disclosures should be based on the product post-distillation rather than the raw materials prior to distillation. Thank you for your time!<br/> ||| Any trace amount of allergen protein can be detrimental for a consumer with an allergy. According to FARE (Food Allergy Research &amp; Education), 33 million Americans have food allergies and more than half of adults with food allergies have experienced a severe reaction. TTB should require companies that claim to have distilled their beverage so that there is no allergen protein to submit these t ||| bottler to include the mention of allergens in the ingredient list.<br/>Regarding the labeling characteristics, the font size should follow the general labeling specifications and be placed on the supplementary label (back label).<br/>The 5-year adaptation period is sufficiently long in the case of allergen labeling. A shorter period for example, 2 years would be acceptable as long as the implemen"
79,4,"wine, tannins, brand39s, oak, website, label, include","I do not believe the need for allergen information on wine bottles is necessary and in the public interest and should be a voluntary disclosure at the discretion of the producer. If it is ultimately decided that such information is required, then is should be through the use of a QR code on the label to provide ease of access to the disclosure. ||| I experienced a potentially life threatening anaphylactic reaction to oak tannins requiring an ER visit as a result of drinking Pinot Gris wine from Iris Winery in Oregon. Fortunately, this wine maker included its ingredients on the wine label, but it&#39;s not on their web site.<br/>As a retired registered dietitian I feel strongly that an ingredient label must include allergens such as oak tanni ||| While I believe the consumer should be able to access allergen and nutritional information of a wine or spirit brand, I believe this information can be delivered via a common application or website, or at the very least required to be on the brand&#39;s website. There simply is not enough room on a brand&#39;s packaging to include the information required in a legible format."
71,4,"butter, statementbr, alone, why, label, mentioning, tens","recall tens of thousands of butter due to the label not mentioning it contains butter [7], then there is no reason why any alcoholic beverage should not be required to contain a nutritional label, let alone an allergen statement.<br/> ||| recall tens of thousands of butter due to the label not mentioning it contains butter [7], then there is no reason why any alcoholic beverage should not be required to contain a nutritional label, let alone an allergen statement.<br/> ||| recall tens of thousands of butter due to the label not mentioning it contains butter [7], then there is no reason why any alcoholic beverage should not be required to contain a nutritional label, let alone an allergen statement.<br/>"
81,4,"agents, fining, wuumlthrich, 2018, al, et, vassilopoulou","egg white, casein, or fish gelatine failed to elicit reactions in highly sensitive individuals, validating that finished wine poses extremely low risk of anaphylaxis related to such allergens.<br/>&bull; In rare cases where trace residue was measurable, oral challenge studies involving up to 200mL wine showed no reaction in sensitized subjects.<br/><br/>3. Mandatory Labeling Is Disproportionate an ||| we believe that adding allergen information for primary ingredients would be beneficial to consumers, we do not think that including allergen information for fining agents on our back labels would enhance consumer health and safety. Fining agents pose a very low risk of reaction (Pe&ntilde;as et al., 2015; Vassilopoulou et al., 2011; W&uuml;thrich, 2018), and most wine intolerances are due to sulf ||| we believe that adding allergen information for primary ingredients would be beneficial to consumers, we do not think that including allergen information for fining agents on our back labels would enhance consumer health and safety. Fining agents pose a very low risk of reaction (Pe&ntilde;as et al., 2015; Vassilopoulou et al., 2011; W&uuml;thrich, 2018), and most wine intolerances are due to sulf"
82,4,"stylepaddingleft, parvalbumin, residual, 30pxspananalytical, extreme, consumptionbrbullspan, confirms","style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass ||| style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass ||| style='padding-left: 30px'></span>Clinical trials (including double-blind placebo-controlled oral challenges) show no allergic reactions in fish-sensitive individuals, even at doses equivalent to extreme beer consumption.<br/>&bull;<span style='padding-left: 30px'></span>Manufacturing protocols have been optimized to minimize residual parvalbumin, the primary fish allergen, in commercial isinglass"
